Event ID  Meaning
00	The log was started.
01	The log was stopped.
02	The log was temporarily paused due to low disk space.
10	A new IP address was leased to a client.
11	A lease was renewed by a client.
12	A lease was released by a client.
13	An IP address was found to be in use on the network.
14	A lease request could not be satisfied because the scope's address pool was exhausted.
15	A lease was denied.
16	A lease was deleted.
17	A lease was expired and DNS records for an expired leases have not been deleted.
18	A lease was expired and DNS records were deleted.
20	A BOOTP address was leased to a client.
21	A dynamic BOOTP address was leased to a client.
22	A BOOTP request could not be satisfied because the scope's address pool for BOOTP was exhausted.
23	A BOOTP IP address was deleted after checking to see it was not in use.
24	IP address cleanup operation has began.
25	IP address cleanup statistics.
30	DNS update request to the named DNS server.
31	DNS update failed.
32	DNS update successful.
33	Packet dropped due to NAP policy.
50+	Codes above 50 are used for Rogue Server Detection information.

QResult: 0: NoQuarantine, 1:Quarantine, 2:Drop Packet, 3:Probation,6:No Quarantine Information ProbationTime:Year-Month-Day Hour:Minute:Second:MilliSecond.

ID,Date,Time,Description,IP Address,Host Name,MAC Address,User Name, TransactionID, QResult,Probationtime, CorrelationID.
25,05/02/18,04:59:02,0 leases expired and 0 leases deleted,,,,,0,6,,,
11,05/02/18,05:49:05,Renew,192.168.16.37,TL-WR841N.iii.hogent.be,F8D11164520D,,148801358,0,,,
24,05/02/18,05:59:03,Database Cleanup Begin,,,,,0,6,,,
25,05/02/18,05:59:03,0 leases expired and 0 leases deleted,,,,,0,6,,,
25,05/02/18,05:59:03,0 leases expired and 0 leases deleted,,,,,0,6,,,
11,05/02/18,06:08:42,Renew,192.168.134.7,DiskStation.iii.hogent.be,001132095260,,59106997,0,,,
24,05/02/18,06:59:04,Database Cleanup Begin,,,,,0,6,,,
25,05/02/18,06:59:04,0 leases expired and 0 leases deleted,,,,,0,6,,,
25,05/02/18,06:59:04,0 leases expired and 0 leases deleted,,,,,0,6,,,
11,05/02/18,07:30:00,Renew,192.168.16.93,volta.iii.hogent.be,90E2BA3F4B45,,2527623066,0,,,
24,05/02/18,07:59:05,Database Cleanup Begin,,,,,0,6,,,
25,05/02/18,07:59:05,0 leases expired and 0 leases deleted,,,,,0,6,,,
25,05/02/18,07:59:05,0 leases expired and 0 leases deleted,,,,,0,6,,,
10,05/02/18,08:26:52,Assign,192.168.134.246,Laptop-Leen.iii.hogent.be,D4BED97C7F39,,1213328295,0,,,
11,05/02/18,08:27:31,Renew,192.168.16.96,zeeman.iii.hogent.be,90E2BA3F4C0B,,3833475745,0,,,
11,05/02/18,08:27:31,Renew,192.168.16.86,oersted.iii.hogent.be,90E2BA3F4B3D,,1146617888,0,,,
11,05/02/18,08:27:36,Renew,192.168.16.85,nernst.iii.hogent.be,90E2BA3F4B46,,62479972,0,,,
11,05/02/18,08:28:02,Renew,192.168.16.76,einstein.iii.hogent.be,90E2BA3F0552,,1043016775,0,,,
11,05/02/18,08:28:30,Renew,192.168.134.31,Laptop-Marleen.iii.hogent.be,D4BED93A9111,,1389954213,0,,,
11,05/02/18,08:28:35,Renew,192.168.16.91,torricelli.iii.hogent.be,90E2BA3F0386,,1993190078,0,,,
11,05/02/18,08:28:36,Renew,192.168.16.78,galilei.iii.hogent.be,90E2BA3F009C,,3920585078,0,,,
11,05/02/18,08:28:41,Renew,192.168.16.90,schrodinger.iii.hogent.be,90E2BA3F0558,,1682298524,0,,,
11,05/02/18,08:30:13,Renew,192.168.16.89,rutherford.iii.hogent.be,90E2BA3F055B,,1929553447,0,,,
11,05/02/18,08:30:29,Renew,192.168.16.87,planck.iii.hogent.be,90E2BA3F0532,,3713064109,0,,,
11,05/02/18,08:30:31,Renew,192.168.16.84,maxwell.iii.hogent.be,90E2BA3F0AC4,,464888376,0,,,
11,05/02/18,08:30:31,Renew,192.168.16.88,quimby.iii.hogent.be,90E2BA3F0391,,1593349272,0,,,
10,05/02/18,08:31:01,Assign,192.168.16.32,Glenn.iii.hogent.be,382C4A756ECC,,548569935,0,,,
11,05/02/18,08:31:12,Renew,192.168.16.95,yukawa.iii.hogent.be,90E2BA3F4C56,,2311813867,0,,,
11,05/02/18,08:31:15,Renew,192.168.16.81,joule.iii.hogent.be,90E2BA3F0521,,874560009,0,,,
11,05/02/18,08:39:15,Renew,192.168.16.82,kepler.iii.hogent.be,90E2BA3F0541,,3146956488,0,,,
11,05/02/18,08:43:35,Renew,192.168.134.31,Laptop-Marleen.iii.hogent.be,D4BED93A9111,,2686141122,0,,,
11,05/02/18,08:45:40,Renew,192.168.16.73,bohr.iii.hogent.be,90E2BA3F00A3,,3024013478,0,,,
11,05/02/18,08:52:04,Renew,192.168.16.73,bohr.iii.hogent.be,90E2BA3F00A3,,2753008256,0,,,
11,05/02/18,08:52:13,Renew,192.168.16.73,bohr.iii.hogent.be,90E2BA3F00A3,,772053876,0,,,
24,05/02/18,08:59:06,Database Cleanup Begin,,,,,0,6,,,
25,05/02/18,08:59:06,0 leases expired and 0 leases deleted,,,,,0,6,,,
25,05/02/18,08:59:06,0 leases expired and 0 leases deleted,,,,,0,6,,,
11,05/02/18,09:01:21,Renew,192.168.134.159,DESKTOP-Q5NIM0G.iii.hogent.be,D4BED93A8D91,,921088828,0,,,
11,05/02/18,09:02:23,Renew,192.168.134.248,vop.iii.hogent.be,000C299A4900,,372458178,0,,,
11,05/02/18,09:10:31,Renew,192.168.16.107,kandinsky.iii.hogent.be,001478EBA420,,1060668955,0,,,
10,05/02/18,09:11:12,Assign,192.168.16.33,LENOVO-JENS.iii.hogent.be,B888E32F03EF,,783235886,0,,,
10,05/02/18,09:11:31,Assign,192.168.134.247,sleroux.iii.hogent.be,F01FAF3DAE2B,,401212786,0,,,
15,05/02/18,09:11:31,NACK,10.0.10.0,,30F9EDEF96EE,,0,6,,,
10,05/02/18,09:11:31,Assign,192.168.16.34,VaioRonsseMaxim.iii.hogent.be,30F9EDEF96EE,,3146881661,0,,,
11,05/02/18,09:17:59,Renew,192.168.16.34,VaioRonsseMaxim.iii.hogent.be,30F9EDEF96EE,,4189667619,0,,,
11,05/02/18,09:19:05,Renew,192.168.16.108,lancret.iii.hogent.be,001478515756,,615401394,0,,,
11,05/02/18,09:23:41,Renew,192.168.16.155,vivaldi.iii.hogent.be,000ACD11708A,,112182208,0,,,
11,05/02/18,09:23:52,Renew,192.168.16.154,arne.iii.hogent.be,000ACD117726,,2037363597,0,,,
11,05/02/18,09:23:55,Renew,192.168.16.153,uccellini.iii.hogent.be,000ACD117712,,3080332107,0,,,
11,05/02/18,09:24:02,Renew,192.168.16.152,telemann.iii.hogent.be,000ACD117A18,,2474553081,0,,,
11,05/02/18,09:24:05,Renew,192.168.16.115,seurat.iii.hogent.be,0019E00B57C9,,2522307477,0,,,
11,05/02/18,09:24:07,Renew,192.168.16.151,bizet.iii.hogent.be,000ACD1170E9,,2290104910,0,,,
11,05/02/18,09:24:09,Renew,192.168.16.149,rameau.iii.hogent.be,000ACD1170E1,,850033175,0,,,
11,05/02/18,09:24:10,Renew,192.168.16.148,beethoven.iii.hogent.be,000ACD1179E2,,1250033082,0,,,
11,05/02/18,09:24:12,Renew,192.168.16.147,quantz.iii.hogent.be,000ACD1179CC,,140328456,0,,,
11,05/02/18,09:24:12,Renew,192.168.16.150,scarlatti.iii.hogent.be,000ACD1170D3,,2643803627,0,,,
11,05/02/18,09:24:25,Renew,192.168.16.146,purcell.iii.hogent.be,000ACD117A0C,,2556538319,0,,,
11,05/02/18,09:24:25,Renew,192.168.16.145,dvorak.iii.hogent.be,000ACD1170DA,,526701824,0,,,
11,05/02/18,09:24:28,Renew,192.168.16.116,tiziano.iii.hogent.be,001478515576,,2144954954,0,,,
11,05/02/18,09:24:32,Renew,192.168.16.142,chopin.iii.hogent.be,000ACD1170E7,,652979122,0,,,
11,05/02/18,09:24:32,Renew,192.168.16.143,nielsen.iii.hogent.be,000ACD1176DB,,3800143026,0,,,
11,05/02/18,09:24:36,Renew,192.168.16.141,mozart.iii.hogent.be,000ACD117088,,104885314,0,,,
11,05/02/18,09:24:42,Renew,192.168.16.140,liszt.iii.hogent.be,000ACD1170E8,,774215485,0,,,
11,05/02/18,09:24:48,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,818627159,0,,,
11,05/02/18,09:24:50,Renew,192.168.16.139,haydn.iii.hogent.be,000ACD1170D2,,1545424147,0,,,
11,05/02/18,09:24:57,Renew,192.168.16.137,janacek.iii.hogent.be,000ACD1179AB,,2397852236,0,,,
11,05/02/18,09:24:59,Renew,192.168.16.136,granados.iii.hogent.be,000ACD11705F,,1529763048,0,,,
11,05/02/18,09:25:01,Renew,192.168.16.135,ireland.iii.hogent.be,000ACD11708C,,3001733900,0,,,
11,05/02/18,09:25:07,Renew,192.168.16.134,handel.iii.hogent.be,000ACD117727,,1063160554,0,,,
11,05/02/18,09:25:13,Renew,192.168.16.132,gershwin.iii.hogent.be,000ACD117064,,4134586690,0,,,
11,05/02/18,09:25:13,Renew,192.168.16.133,zelenka.iii.hogent.be,000ACD1176D9,,938449434,0,,,
11,05/02/18,09:25:21,Renew,192.168.16.130,ysaye.iii.hogent.be,000ACD117061,,368290103,0,,,
11,05/02/18,09:25:22,Renew,192.168.16.131,frescobaldi.iii.hogent.be,000ACD11708F,,3391745505,0,,,
11,05/02/18,09:25:25,Renew,192.168.16.129,elgar.iii.hogent.be,000ACD1176CB,,3615925830,0,,,
11,05/02/18,09:25:29,Renew,192.168.16.128,delalande.iii.hogent.be,000ACD1170A7,,3736165690,0,,,
11,05/02/18,09:25:31,Renew,192.168.16.127,xenakis.iii.hogent.be,000ACD117A0E,,247882771,0,,,
11,05/02/18,09:25:32,Renew,192.168.16.144,offenbach.iii.hogent.be,000ACD11706B,,3336652144,0,,,
11,05/02/18,09:25:33,Renew,192.168.16.126,corelli.iii.hogent.be,000ACD117083,,758914799,0,,,
11,05/02/18,09:25:39,Renew,192.168.16.125,bach.iii.hogent.be,000ACD117078,,1385210348,0,,,
11,05/02/18,09:25:43,Renew,192.168.16.124,wagner.iii.hogent.be,000ACD1170D1,,311105529,0,,,
11,05/02/18,09:25:45,Renew,192.168.16.122,monteverdi.iii.hogent.be,000ACD11760C,,3956808911,0,,,
11,05/02/18,09:25:48,Renew,192.168.16.123,albinoni.iii.hogent.be,000ACD117728,,3043854184,0,,,
11,05/02/18,09:26:39,Renew,192.168.134.22,laptop-PJ.iii.hogent.be,5C260A46FDA1,,601504920,0,,,
11,05/02/18,09:28:05,Renew,192.168.16.116,tiziano.iii.hogent.be,001478515576,,504777235,0,,,
11,05/02/18,09:35:03,Renew,192.168.16.97,appel.iii.hogent.be,0019E00B154A,,2591279297,0,,,
11,05/02/18,09:37:35,Renew,192.168.16.32,Glenn.iii.hogent.be,382C4A756ECC,,3789903909,0,,,
11,05/02/18,09:50:53,Renew,192.168.134.9,Moretus.iii.hogent.be,001438EAE48E,,3694388082,0,,,
10,05/02/18,09:52:07,Assign,192.168.16.35,p870-31k.iii.hogent.be,008CFAAEF5B5,,1102568802,0,,,
11,05/02/18,09:55:56,Renew,192.168.16.90,schrodinger.iii.hogent.be,90E2BA3F0558,,3079428967,0,,,
11,05/02/18,09:58:10,Renew,192.168.16.155,vivaldi.iii.hogent.be,000ACD11708A,,2742951349,0,,,
11,05/02/18,09:58:16,Renew,192.168.16.153,uccellini.iii.hogent.be,000ACD117712,,2353131736,0,,,
11,05/02/18,09:58:18,Renew,192.168.16.154,arne.iii.hogent.be,000ACD117726,,472677481,0,,,
11,05/02/18,09:58:28,Renew,192.168.16.151,bizet.iii.hogent.be,000ACD1170E9,,352307448,0,,,
11,05/02/18,09:58:29,Renew,192.168.16.152,telemann.iii.hogent.be,000ACD117A18,,3053406576,0,,,
11,05/02/18,09:58:31,Renew,192.168.16.149,rameau.iii.hogent.be,000ACD1170E1,,380137263,0,,,
11,05/02/18,09:58:32,Renew,192.168.16.150,scarlatti.iii.hogent.be,000ACD1170D3,,1058875788,0,,,
11,05/02/18,09:58:32,Renew,192.168.16.148,beethoven.iii.hogent.be,000ACD1179E2,,3325758764,0,,,
11,05/02/18,09:58:41,Renew,192.168.16.147,quantz.iii.hogent.be,000ACD1179CC,,2661504207,0,,,
11,05/02/18,09:58:44,Renew,192.168.16.146,purcell.iii.hogent.be,000ACD117A0C,,1420607358,0,,,
11,05/02/18,09:58:46,Renew,192.168.16.145,dvorak.iii.hogent.be,000ACD1170DA,,1204587283,0,,,
11,05/02/18,09:58:46,Renew,192.168.16.144,offenbach.iii.hogent.be,000ACD11706B,,3320660370,0,,,
11,05/02/18,09:58:51,Renew,192.168.16.143,nielsen.iii.hogent.be,000ACD1176DB,,3205427554,0,,,
11,05/02/18,09:58:58,Renew,192.168.16.141,mozart.iii.hogent.be,000ACD117088,,2282519594,0,,,
11,05/02/18,09:58:59,Renew,192.168.16.142,chopin.iii.hogent.be,000ACD1170E7,,2530683362,0,,,
11,05/02/18,09:59:05,Renew,192.168.16.140,liszt.iii.hogent.be,000ACD1170E8,,3033587438,0,,,
24,05/02/18,09:59:07,Database Cleanup Begin,,,,,0,6,,,
25,05/02/18,09:59:07,0 leases expired and 0 leases deleted,,,,,0,6,,,
25,05/02/18,09:59:07,0 leases expired and 0 leases deleted,,,,,0,6,,,
11,05/02/18,09:59:11,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,4123051432,0,,,
11,05/02/18,09:59:12,Renew,192.168.16.139,haydn.iii.hogent.be,000ACD1170D2,,2458941910,0,,,
11,05/02/18,09:59:13,Renew,192.168.16.137,janacek.iii.hogent.be,000ACD1179AB,,1002387776,0,,,
11,05/02/18,09:59:13,Renew,192.168.16.136,granados.iii.hogent.be,000ACD11705F,,2635496291,0,,,
11,05/02/18,09:59:19,Renew,192.168.16.135,ireland.iii.hogent.be,000ACD11708C,,1471950897,0,,,
11,05/02/18,09:59:21,Renew,192.168.16.134,handel.iii.hogent.be,000ACD117727,,443705938,0,,,
11,05/02/18,09:59:23,Renew,192.168.16.133,zelenka.iii.hogent.be,000ACD1176D9,,1034996406,0,,,
11,05/02/18,09:59:27,Renew,192.168.16.132,gershwin.iii.hogent.be,000ACD117064,,1599340994,0,,,
11,05/02/18,09:59:30,Renew,192.168.16.131,frescobaldi.iii.hogent.be,000ACD11708F,,970951313,0,,,
11,05/02/18,09:59:33,Renew,192.168.16.129,elgar.iii.hogent.be,000ACD1176CB,,3058616927,0,,,
11,05/02/18,09:59:33,Renew,192.168.16.130,ysaye.iii.hogent.be,000ACD117061,,222367288,0,,,
11,05/02/18,09:59:45,Renew,192.168.16.126,corelli.iii.hogent.be,000ACD117083,,568735600,0,,,
11,05/02/18,09:59:45,Renew,192.168.16.127,xenakis.iii.hogent.be,000ACD117A0E,,50843061,0,,,
11,05/02/18,09:59:49,Renew,192.168.16.128,delalande.iii.hogent.be,000ACD1170A7,,3792548959,0,,,
11,05/02/18,09:59:52,Renew,192.168.16.124,wagner.iii.hogent.be,000ACD1170D1,,4054124251,0,,,
11,05/02/18,09:59:58,Renew,192.168.16.123,albinoni.iii.hogent.be,000ACD117728,,3043449302,0,,,
11,05/02/18,10:00:05,Renew,192.168.16.125,bach.iii.hogent.be,000ACD117078,,2459006426,0,,,
11,05/02/18,10:06:26,Renew,192.168.16.134,handel.iii.hogent.be,000ACD117727,,888638867,0,,,
11,05/02/18,10:06:28,Renew,192.168.16.126,corelli.iii.hogent.be,000ACD117083,,1369341116,0,,,
11,05/02/18,10:06:28,Renew,192.168.16.129,elgar.iii.hogent.be,000ACD1176CB,,4126305219,0,,,
11,05/02/18,10:06:28,Renew,192.168.16.136,granados.iii.hogent.be,000ACD11705F,,3669855828,0,,,
11,05/02/18,10:06:28,Renew,192.168.16.148,beethoven.iii.hogent.be,000ACD1179E2,,4233228800,0,,,
11,05/02/18,10:06:29,Renew,192.168.16.132,gershwin.iii.hogent.be,000ACD117064,,1327567531,0,,,
11,05/02/18,10:06:29,Renew,192.168.16.131,frescobaldi.iii.hogent.be,000ACD11708F,,2717481706,0,,,
11,05/02/18,10:06:29,Renew,192.168.16.145,dvorak.iii.hogent.be,000ACD1170DA,,3017966649,0,,,
11,05/02/18,10:06:30,Renew,192.168.16.140,liszt.iii.hogent.be,000ACD1170E8,,2066389764,0,,,
11,05/02/18,10:06:30,Renew,192.168.16.151,bizet.iii.hogent.be,000ACD1170E9,,1115577040,0,,,
11,05/02/18,10:06:30,Renew,192.168.16.123,albinoni.iii.hogent.be,000ACD117728,,1384972254,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.144,offenbach.iii.hogent.be,000ACD11706B,,2941800205,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.125,bach.iii.hogent.be,000ACD117078,,2754195664,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.154,arne.iii.hogent.be,000ACD117726,,1607908672,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.141,mozart.iii.hogent.be,000ACD117088,,1919531422,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.146,purcell.iii.hogent.be,000ACD117A0C,,2588926752,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.155,vivaldi.iii.hogent.be,000ACD11708A,,3126026051,0,,,
11,05/02/18,10:06:31,Renew,192.168.16.137,janacek.iii.hogent.be,000ACD1179AB,,2130005002,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.133,zelenka.iii.hogent.be,000ACD1176D9,,1804029037,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.153,uccellini.iii.hogent.be,000ACD117712,,3182472524,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.142,chopin.iii.hogent.be,000ACD1170E7,,2454694689,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.149,rameau.iii.hogent.be,000ACD1170E1,,2236222378,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,911889257,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.130,ysaye.iii.hogent.be,000ACD117061,,1265857647,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.128,delalande.iii.hogent.be,000ACD1170A7,,3535406790,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.139,haydn.iii.hogent.be,000ACD1170D2,,2661889974,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.143,nielsen.iii.hogent.be,000ACD1176DB,,2960346809,0,,,
11,05/02/18,10:06:32,Renew,192.168.16.127,xenakis.iii.hogent.be,000ACD117A0E,,800472859,0,,,
11,05/02/18,10:06:33,Renew,192.168.16.147,quantz.iii.hogent.be,000ACD1179CC,,1596718306,0,,,
11,05/02/18,10:06:34,Renew,192.168.16.152,telemann.iii.hogent.be,000ACD117A18,,1438429958,0,,,
11,05/02/18,10:06:34,Renew,192.168.16.124,wagner.iii.hogent.be,000ACD1170D1,,3745834984,0,,,
11,05/02/18,10:06:35,Renew,192.168.16.135,ireland.iii.hogent.be,000ACD11708C,,2638954420,0,,,
11,05/02/18,10:06:36,Renew,192.168.16.150,scarlatti.iii.hogent.be,000ACD1170D3,,3793083080,0,,,
11,05/02/18,10:10:20,Renew,192.168.16.134,handel.iii.hogent.be,000ACD117727,,507307609,0,,,
11,05/02/18,10:10:22,Renew,192.168.16.126,corelli.iii.hogent.be,000ACD117083,,1425031846,0,,,
11,05/02/18,10:10:22,Renew,192.168.16.129,elgar.iii.hogent.be,000ACD1176CB,,2478755341,0,,,
11,05/02/18,10:10:22,Renew,192.168.16.148,beethoven.iii.hogent.be,000ACD1179E2,,3965409552,0,,,
11,05/02/18,10:10:23,Renew,192.168.16.151,bizet.iii.hogent.be,000ACD1170E9,,3101632149,0,,,
11,05/02/18,10:10:23,Renew,192.168.16.132,gershwin.iii.hogent.be,000ACD117064,,1332868010,0,,,
11,05/02/18,10:10:23,Renew,192.168.16.131,frescobaldi.iii.hogent.be,000ACD11708F,,3292376435,0,,,
11,05/02/18,10:10:24,Renew,192.168.16.133,zelenka.iii.hogent.be,000ACD1176D9,,992856764,0,,,
11,05/02/18,10:10:24,Renew,192.168.16.141,mozart.iii.hogent.be,000ACD117088,,170114342,0,,,
11,05/02/18,10:10:24,Renew,192.168.16.136,granados.iii.hogent.be,000ACD11705F,,3014896272,0,,,
11,05/02/18,10:10:24,Renew,192.168.16.145,dvorak.iii.hogent.be,000ACD1170DA,,2274644219,0,,,
11,05/02/18,10:10:24,Renew,192.168.16.123,albinoni.iii.hogent.be,000ACD117728,,2464797587,0,,,
11,05/02/18,10:10:25,Renew,192.168.16.155,vivaldi.iii.hogent.be,000ACD11708A,,2369974345,0,,,
11,05/02/18,10:10:25,Renew,192.168.16.144,offenbach.iii.hogent.be,000ACD11706B,,4157560617,0,,,
11,05/02/18,10:10:25,Renew,192.168.16.128,delalande.iii.hogent.be,000ACD1170A7,,1733072558,0,,,
11,05/02/18,10:10:25,Renew,192.168.16.140,liszt.iii.hogent.be,000ACD1170E8,,913763718,0,,,
11,05/02/18,10:10:25,Renew,192.168.16.142,chopin.iii.hogent.be,000ACD1170E7,,3166965347,0,,,
11,05/02/18,10:10:26,Renew,192.168.16.139,haydn.iii.hogent.be,000ACD1170D2,,2330691347,0,,,
11,05/02/18,10:10:26,Renew,192.168.16.154,arne.iii.hogent.be,000ACD117726,,382038702,0,,,
11,05/02/18,10:10:26,Renew,192.168.16.149,rameau.iii.hogent.be,000ACD1170E1,,1308963166,0,,,
11,05/02/18,10:10:26,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,1201915140,0,,,
11,05/02/18,10:10:26,Renew,192.168.16.146,purcell.iii.hogent.be,000ACD117A0C,,2283819033,0,,,
11,05/02/18,10:10:27,Renew,192.168.16.135,ireland.iii.hogent.be,000ACD11708C,,3036783225,0,,,
11,05/02/18,10:10:27,Renew,192.168.16.143,nielsen.iii.hogent.be,000ACD1176DB,,2895430174,0,,,
11,05/02/18,10:10:27,Renew,192.168.16.127,xenakis.iii.hogent.be,000ACD117A0E,,3054234283,0,,,
11,05/02/18,10:10:27,Renew,192.168.16.125,bach.iii.hogent.be,000ACD117078,,3193661131,0,,,
11,05/02/18,10:10:27,Renew,192.168.16.130,ysaye.iii.hogent.be,000ACD117061,,3265173086,0,,,
11,05/02/18,10:10:27,Renew,192.168.16.153,uccellini.iii.hogent.be,000ACD117712,,1218588960,0,,,
11,05/02/18,10:10:28,Renew,192.168.16.152,telemann.iii.hogent.be,000ACD117A18,,376762302,0,,,
11,05/02/18,10:10:29,Renew,192.168.16.150,scarlatti.iii.hogent.be,000ACD1170D3,,78975256,0,,,
11,05/02/18,10:10:29,Renew,192.168.16.147,quantz.iii.hogent.be,000ACD1179CC,,2645093921,0,,,
11,05/02/18,10:10:30,Renew,192.168.16.124,wagner.iii.hogent.be,000ACD1170D1,,550841553,0,,,
11,05/02/18,10:10:37,Renew,192.168.16.137,janacek.iii.hogent.be,000ACD1179AB,,515938438,0,,,
11,05/02/18,10:19:31,Renew,192.168.16.134,handel.iii.hogent.be,000ACD117727,,327260257,0,,,
11,05/02/18,10:19:34,Renew,192.168.16.129,elgar.iii.hogent.be,000ACD1176CB,,3404773204,0,,,
11,05/02/18,10:19:34,Renew,192.168.16.148,beethoven.iii.hogent.be,000ACD1179E2,,497324313,0,,,
11,05/02/18,10:19:34,Renew,192.168.16.133,zelenka.iii.hogent.be,000ACD1176D9,,2905491097,0,,,
11,05/02/18,10:19:34,Renew,192.168.16.145,dvorak.iii.hogent.be,000ACD1170DA,,1480123148,0,,,
11,05/02/18,10:19:35,Renew,192.168.16.136,granados.iii.hogent.be,000ACD11705F,,1456484388,0,,,
11,05/02/18,10:19:35,Renew,192.168.16.126,corelli.iii.hogent.be,000ACD117083,,3476194789,0,,,
11,05/02/18,10:19:35,Renew,192.168.16.132,gershwin.iii.hogent.be,000ACD117064,,402716930,0,,,
11,05/02/18,10:19:35,Renew,192.168.16.131,frescobaldi.iii.hogent.be,000ACD11708F,,1859401015,0,,,
11,05/02/18,10:19:36,Renew,192.168.16.144,offenbach.iii.hogent.be,000ACD11706B,,1272822243,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.140,liszt.iii.hogent.be,000ACD1170E8,,1034989519,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.137,janacek.iii.hogent.be,000ACD1179AB,,4057590943,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.123,albinoni.iii.hogent.be,000ACD117728,,860415438,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.128,delalande.iii.hogent.be,000ACD1170A7,,1080620613,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.149,rameau.iii.hogent.be,000ACD1170E1,,2602415776,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.143,nielsen.iii.hogent.be,000ACD1176DB,,1864166813,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.142,chopin.iii.hogent.be,000ACD1170E7,,3677663600,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.146,purcell.iii.hogent.be,000ACD117A0C,,3615601385,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.127,xenakis.iii.hogent.be,000ACD117A0E,,473879544,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.155,vivaldi.iii.hogent.be,000ACD11708A,,1802170180,0,,,
11,05/02/18,10:19:37,Renew,192.168.16.141,mozart.iii.hogent.be,000ACD117088,,1419670759,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.125,bach.iii.hogent.be,000ACD117078,,813745417,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.139,haydn.iii.hogent.be,000ACD1170D2,,11541995,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.151,bizet.iii.hogent.be,000ACD1170E9,,368691376,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,2606935721,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.154,arne.iii.hogent.be,000ACD117726,,1304411214,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.135,ireland.iii.hogent.be,000ACD11708C,,2164274318,0,,,
11,05/02/18,10:19:38,Renew,192.168.16.130,ysaye.iii.hogent.be,000ACD117061,,1335534302,0,,,
11,05/02/18,10:19:39,Renew,192.168.16.153,uccellini.iii.hogent.be,000ACD117712,,582464475,0,,,
11,05/02/18,10:19:39,Renew,192.168.16.152,telemann.iii.hogent.be,000ACD117A18,,187139725,0,,,
11,05/02/18,10:19:39,Renew,192.168.16.147,quantz.iii.hogent.be,000ACD1179CC,,1458461655,0,,,
11,05/02/18,10:19:39,Renew,192.168.16.124,wagner.iii.hogent.be,000ACD1170D1,,2146830617,0,,,
11,05/02/18,10:19:42,Renew,192.168.16.150,scarlatti.iii.hogent.be,000ACD1170D3,,2046088966,0,,,
11,05/02/18,10:23:15,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,1012507031,0,,,
11,05/02/18,10:23:59,Renew,192.168.16.139,haydn.iii.hogent.be,000ACD1170D2,,163377825,0,,,
11,05/02/18,10:24:50,Renew,192.168.134.31,Laptop-Marleen.iii.hogent.be,D4BED93A9111,,2431110680,0,,,
11,05/02/18,10:24:54,Renew,192.168.134.31,Laptop-Marleen.iii.hogent.be,D4BED93A9111,,3833247117,0,,,
11,05/02/18,10:26:07,Renew,192.168.16.138,kodaly.iii.hogent.be,000ACD11707E,,1241454213,0,,,
11,05/02/18,10:28:30,Renew,192.168.16.169,jacobi.iii.hogent.be,002401062D69,,3984332466,0,,,
11,05/02/18,10:28:48,Renew,192.168.16.120,yunkers.iii.hogent.be,001478EBA2BD,,4028149114,0,,,
11,05/02/18,10:28:49,Renew,192.168.16.171,lagrange.iii.hogent.be,002401062DFF,,316481323,0,,,
11,05/02/18,10:29:00,Renew,192.168.16.176,quetelet.iii.hogent.be,002401062DE0,,1340400561,0,,,
